instrument1,instrument2,period,frequency,entry_id
BRKM5,LREN3,1D,1H,3
ELET3,TOTS3,1D,1T,1
PCAR3,TAEE11,1D,1H,1
BRKM5,EGIE3,1D,1S,3
CURY3,USIM5,1D,1S,1
BBDC4,CPLE6,1D,1H,2
MOTV3,PCAR3,1D,1H,3
CMIG4,DIRR3,1D,1T,1
EMBR3,GGBR4,1D,1H,3
EGIE3,FLRY3,1D,1S,3
BPAC11,EGIE3,1D,1T,3
BBDC3,MRVE3,1D,1H,1
MRVE3,RADL3,1D,1H,2
GGBR4,SLCE3,1D,1S,1
PETR4,RADL3,1D,1T,2
FLRY3,VIVT3,1D,1T,2
CSAN3,WEGE3,1D,1T,1
ENEV3,SBSP3,1D,1T,3
HYPE3,PCAR3,1D,1T,3
EQTL3,YDUQ3,1D,1S,1
CMIG4,SLCE3,1D,1S,2
GOAU4,RAIL3,1D,1H,3
BBDC3,VIVT3,1D,1H,2
ELET6,LREN3,1D,1S,2
BRKM5,SLCE3,1D,1T,3
LREN3,VALE3,1D,1T,3
CMIG4,GOAU4,1D,1S,3
SANB11,VAMO3,1D,1T,2
KLBN11,POMO4,1D,1S,2
ELET6,CSNA3,1D,1H,2
ALOS3,VAMO3,1D,1H,1
CPLE6,MBRF3,1D,1H,2
ELET6,VIVA3,1D,1T,1
CEAB3,EMBR3,1D,1T,3
ABEV3,FLRY3,1D,1H,1
ABEV3,COGN3,1D,1T,3
ASAI3,RAIL3,1D,1T,2
CMIG4,CMIN3,1D,1H,1
CPLE6,ITSA4,1D,1H,1
CVCB3,RDOR3,1D,1H,2
CVCB3,TIMS3,1D,1S,3
CEAB3,VIVA3,1D,1S,2
BRKM5,CMIN3,1D,1T,3
BBDC3,BEEF3,1D,1S,1
BBSE3,CMIN3,1D,1T,3
ABEV3,TIMS3,1D,1S,3
ENGI11,VAMO3,1D,1S,1
ASAI3,CVCB3,1D,1S,1
CSAN3,PCAR3,1D,1H,2
ASAI3,CXSE3,1D,1T,1
HAPV3,RAIL3,1D,1S,3
VIVT3,USIM5,1D,1H,1
ENGI11,PETR4,1D,1S,1
GOAU4,BEEF3,1D,1H,3
IGTI11,RENT3,1D,1T,3
BRAV3,CVCB3,1D,1H,3
CEAB3,CSNA3,1D,1S,3
CVCB3,IRBR3,1D,1H,1
MOTV3,SMFT3,1D,1S,1
BBDC3,CMIN3,1D,1H,3
EGIE3,SLCE3,1D,1S,2
CSNA3,SMFT3,1D,1H,1
IRBR3,MRVE3,1D,1H,3
RAIZ4,WEGE3,1D,1H,3
BBDC4,CMIN3,1D,1H,1
BBDC3,ENEV3,1D,1H,2
IGTI11,PRIO3,1D,1T,2
ABEV3,POMO4,1D,1S,1
CMIG4,RDOR3,1D,1H,2
CEAB3,MBRF3,1D,1S,1
CEAB3,SLCE3,1D,1S,3
B3SA3,RECV3,1D,1T,1
CEAB3,RDOR3,1D,1T,3
AURE3,FLRY3,1D,1T,1
B3SA3,TAEE11,1D,1H,2
CPLE6,MULT3,1D,1H,1
ABEV3,CMIG4,1D,1T,2
AZZA3,CMIG4,1D,1S,2
MGLU3,USIM5,1D,1S,3
POMO4,RADL3,1D,1H,1
AURE3,FLRY3,1D,1T,3
PSSA3,SLCE3,1D,1S,2
PRIO3,USIM5,1D,1T,3
ENGI11,PSSA3,1D,1S,1
BRKM5,EMBR3,1D,1H,1
ENEV3,PCAR3,1D,1S,2
GGBR4,MOTV3,1D,1S,3
SBSP3,USIM5,1D,1S,2
EGIE3,IRBR3,1D,1H,3
ENEV3,PRIO3,1D,1T,2
ELET6,NATU3,1D,1T,2
BBDC3,BBAS3,1D,1T,3
CMIG4,MRVE3,1D,1H,1
BBDC3,BEEF3,1D,1S,3
BRAV3,HAPV3,1D,1H,1
MGLU3,RAIZ4,1D,1H,1
KLBN11,TAEE11,1D,1S,2
CPFE3,CYRE3,1D,1H,3
ASAI3,UGPA3,1D,1T,3
PRIO3,CSNA3,1D,1T,3
COGN3,HAPV3,1D,1T,3
COGN3,USIM5,1D,1S,2
BRKM5,RENT3,1D,1T,3
ASAI3,PETR3,1D,1T,1
ALOS3,BBAS3,1D,1S,2
RENT3,RDOR3,1D,1S,1
RENT3,PSSA3,1D,1S,1
EMBR3,MOTV3,1D,1S,2
CPFE3,TAEE11,1D,1H,2
NATU3,CSNA3,1D,1S,2
BBSE3,CYRE3,1D,1T,2
BRAV3,MBRF3,1D,1H,1
ISAE4,YDUQ3,1D,1H,3
GOAU4,UGPA3,1D,1S,3
EGIE3,VIVA3,1D,1H,3
ASAI3,KLBN11,1D,1T,2
ABEV3,RDOR3,1D,1S,3
CYRE3,MBRF3,1D,1H,2
AZZA3,CSAN3,1D,1H,1
RAIL3,SANB11,1D,1S,2
DIRR3,ITUB4,1D,1T,3
CYRE3,TIMS3,1D,1T,1
ITSA4,TOTS3,1D,1T,3
PRIO3,RAIL3,1D,1H,3
NATU3,CSNA3,1D,1S,3
AURE3,RECV3,1D,1T,3
BPAC11,TAEE11,1D,1S,2
MBRF3,RECV3,1D,1H,3
EGIE3,RDOR3,1D,1T,3
NATU3,RDOR3,1D,1S,1
IGTI11,PSSA3,1D,1H,2
B3SA3,VAMO3,1D,1S,2
CPFE3,IRBR3,1D,1S,1
LREN3,MGLU3,1D,1H,3
CSAN3,TAEE11,1D,1H,1
CSAN3,DIRR3,1D,1T,1
B3SA3,IGTI11,1D,1H,1
UGPA3,VBBR3,1D,1S,1
SUZB3,VALE3,1D,1H,2
ELET3,LREN3,1D,1T,1
CYRE3,MRVE3,1D,1H,2
EQTL3,UGPA3,1D,1S,1
ELET3,LREN3,1D,1S,3
AZZA3,YDUQ3,1D,1H,3
EGIE3,MOTV3,1D,1T,1
CPFE3,RAIZ4,1D,1H,2
AURE3,MULT3,1D,1H,3
RAIL3,TAEE11,1D,1T,1
ITSA4,MGLU3,1D,1S,3
ASAI3,BBAS3,1D,1H,1
MBRF3,VBBR3,1D,1S,2
B3SA3,SMFT3,1D,1T,2
ITSA4,RDOR3,1D,1T,2
CMIG4,KLBN11,1D,1H,2
BBDC4,EMBR3,1D,1T,2
BBDC4,CXSE3,1D,1H,3
BRAV3,ISAE4,1D,1S,3
PETR4,TIMS3,1D,1S,3
CSNA3,VIVT3,1D,1H,2
CPFE3,ITUB4,1D,1H,1
BBAS3,ITSA4,1D,1H,2
ISAE4,MGLU3,1D,1H,2
GOAU4,IGTI11,1D,1H,3
CURY3,PETR4,1D,1S,1
COGN3,YDUQ3,1D,1S,2
CYRE3,TIMS3,1D,1H,1
ASAI3,RDOR3,1D,1H,3
BRKM5,GOAU4,1D,1H,1
ELET6,SUZB3,1D,1H,3
CEAB3,VIVA3,1D,1T,2
ITSA4,LREN3,1D,1H,3
ALOS3,CVCB3,1D,1T,1
RAIL3,YDUQ3,1D,1T,1
IRBR3,USIM5,1D,1S,1
ITSA4,SMFT3,1D,1S,3
HAPV3,CSNA3,1D,1T,3
EQTL3,SBSP3,1D,1S,3
CYRE3,ITUB4,1D,1S,2
ITSA4,YDUQ3,1D,1T,3
ISAE4,PRIO3,1D,1S,3
RENT3,POMO4,1D,1S,1
ITUB4,BEEF3,1D,1H,3
BBSE3,USIM5,1D,1T,2
LREN3,RADL3,1D,1H,2
RAIZ4,VIVA3,1D,1T,2
VIVT3,USIM5,1D,1T,1
ITSA4,SLCE3,1D,1H,3
CXSE3,PCAR3,1D,1T,1
CSAN3,ITSA4,1D,1S,2
DIRR3,TOTS3,1D,1S,3
EGIE3,VAMO3,1D,1T,1
B3SA3,ENGI11,1D,1T,1
MRVE3,USIM5,1D,1S,2
CMIN3,DIRR3,1D,1H,1
BRAP4,EGIE3,1D,1H,1
BRKM5,POMO4,1D,1H,2
BEEF3,RAIZ4,1D,1H,3
CPLE6,USIM5,1D,1T,2
RDOR3,WEGE3,1D,1T,2
ITSA4,SANB11,1D,1H,3
HYPE3,RAIL3,1D,1S,2
ELET3,SMFT3,1D,1T,2
GGBR4,PRIO3,1D,1S,1
GOAU4,PETR3,1D,1T,2
ELET3,VIVT3,1D,1H,3
USIM5,WEGE3,1D,1T,2
ABEV3,CSAN3,1D,1T,3
BRAP4,BRAV3,1D,1H,1
RENT3,MRVE3,1D,1T,2
BBAS3,CURY3,1D,1T,3
BBDC4,RADL3,1D,1T,2
CMIG4,ITSA4,1D,1H,3
FLRY3,RAIZ4,1D,1T,2
FLRY3,HYPE3,1D,1S,2
ABEV3,VIVA3,1D,1S,3
ELET3,YDUQ3,1D,1H,3
DIRR3,TAEE11,1D,1T,1
FLRY3,SBSP3,1D,1H,1
IGTI11,PCAR3,1D,1T,3
ALOS3,BPAC11,1D,1T,2
BRAV3,BPAC11,1D,1H,1
RADL3,SLCE3,1D,1S,3
ELET3,LREN3,1D,1H,3
BBSE3,ITUB4,1D,1T,3
HYPE3,IGTI11,1D,1S,1
NATU3,RADL3,1D,1T,3
COGN3,MBRF3,1D,1T,1
HYPE3,MBRF3,1D,1T,3
COGN3,ELET6,1D,1T,2
MGLU3,PSSA3,1D,1H,3
PSSA3,YDUQ3,1D,1S,3
BRAV3,PRIO3,1D,1H,2
ELET3,PRIO3,1D,1T,1
FLRY3,TOTS3,1D,1T,3
CMIG4,HAPV3,1D,1T,1
GOAU4,SMFT3,1D,1T,2
HAPV3,RAIZ4,1D,1S,3
EMBR3,RECV3,1D,1T,2
FLRY3,NATU3,1D,1S,2
ELET6,RDOR3,1D,1T,3
RENT3,PCAR3,1D,1T,1
B3SA3,DIRR3,1D,1T,3
RENT3,NATU3,1D,1H,1
RDOR3,VALE3,1D,1H,1
BBDC3,CMIG4,1D,1S,1
GGBR4,SUZB3,1D,1T,2
AURE3,VIVT3,1D,1S,1
CMIN3,RAIL3,1D,1H,1
RECV3,TAEE11,1D,1T,2
ASAI3,MBRF3,1D,1S,2
DIRR3,GGBR4,1D,1S,3
CSAN3,USIM5,1D,1T,3
ABEV3,EQTL3,1D,1S,1
ALOS3,RENT3,1D,1S,3
COGN3,SANB11,1D,1H,2
BRAP4,EGIE3,1D,1S,1
ENGI11,VIVT3,1D,1T,2
EGIE3,PETR3,1D,1T,1
CEAB3,YDUQ3,1D,1T,1
SBSP3,UGPA3,1D,1S,2
BRKM5,VAMO3,1D,1T,1
EMBR3,SUZB3,1D,1H,1
KLBN11,SANB11,1D,1H,2
BBDC3,COGN3,1D,1S,3
GOAU4,MULT3,1D,1S,3
FLRY3,IRBR3,1D,1H,1
KLBN11,POMO4,1D,1H,3
CURY3,MRVE3,1D,1S,1
SBSP3,WEGE3,1D,1H,1
BBSE3,SMFT3,1D,1H,3
BBSE3,SANB11,1D,1H,3
ENGI11,MRVE3,1D,1S,2
CMIG4,TAEE11,1D,1T,2
B3SA3,UGPA3,1D,1H,1
EQTL3,IRBR3,1D,1S,2
SBSP3,TIMS3,1D,1H,2
ASAI3,NATU3,1D,1H,3
POMO4,RECV3,1D,1T,1
BBDC3,BRKM5,1D,1T,3
BRAV3,PRIO3,1D,1S,2
BBDC4,PSSA3,1D,1T,1
BRKM5,CURY3,1D,1T,3
ABEV3,MBRF3,1D,1H,3
ENGI11,YDUQ3,1D,1T,3
FLRY3,RAIZ4,1D,1H,2
RECV3,SUZB3,1D,1S,2
CXSE3,MBRF3,1D,1T,3
BBAS3,GOAU4,1D,1T,3
RAIZ4,USIM5,1D,1H,2
GOAU4,VBBR3,1D,1H,1
BBSE3,BRAV3,1D,1T,1
AURE3,BRKM5,1D,1H,2
ALOS3,CPFE3,1D,1T,1
ENEV3,SLCE3,1D,1H,3
BRAV3,VIVA3,1D,1T,2
LREN3,VIVT3,1D,1H,1
AZZA3,SANB11,1D,1H,1
ASAI3,BRAV3,1D,1H,3
AURE3,CPLE6,1D,1H,1
CXSE3,ENEV3,1D,1S,2
ABEV3,TIMS3,1D,1T,2
BBSE3,CPFE3,1D,1S,2
IGTI11,SMFT3,1D,1H,3
EGIE3,ITUB4,1D,1S,1
EQTL3,HYPE3,1D,1H,3
ALOS3,VALE3,1D,1T,3
CPFE3,ITSA4,1D,1S,1
PCAR3,SMFT3,1D,1S,2
B3SA3,CPLE6,1D,1S,2
ENEV3,ITSA4,1D,1S,1
ALOS3,RECV3,1D,1T,2
ALOS3,CSAN3,1D,1T,2
CMIN3,MULT3,1D,1S,1
RECV3,RAIZ4,1D,1S,2
SLCE3,VBBR3,1D,1T,1
RENT3,SANB11,1D,1H,2
ASAI3,PCAR3,1D,1H,1
BBAS3,NATU3,1D,1S,1
TAEE11,VAMO3,1D,1T,3
TIMS3,VALE3,1D,1H,1
RENT3,SANB11,1D,1T,1
CMIG4,FLRY3,1D,1S,1
ABEV3,KLBN11,1D,1H,1
CPLE6,PCAR3,1D,1H,2
AURE3,PCAR3,1D,1S,1
CXSE3,VALE3,1D,1H,3
BBDC3,MULT3,1D,1S,1
MULT3,PETR3,1D,1T,2
CMIG4,USIM5,1D,1S,3
CMIG4,WEGE3,1D,1T,3
IRBR3,YDUQ3,1D,1H,2
ALOS3,COGN3,1D,1H,3
CMIN3,CURY3,1D,1T,1
RDOR3,SBSP3,1D,1S,1
IRBR3,TOTS3,1D,1T,2
AURE3,VBBR3,1D,1H,1
USIM5,VIVA3,1D,1T,3
MBRF3,YDUQ3,1D,1T,3
AZZA3,YDUQ3,1D,1T,3
GGBR4,VALE3,1D,1S,1
MULT3,RAIZ4,1D,1T,1
PSSA3,SBSP3,1D,1T,1
CSAN3,LREN3,1D,1T,2
BBSE3,ISAE4,1D,1S,3
CURY3,SMFT3,1D,1T,1
PETR4,USIM5,1D,1H,2
CEAB3,CPLE6,1D,1H,1
CPLE6,VBBR3,1D,1S,3
MRVE3,WEGE3,1D,1H,3
MBRF3,BEEF3,1D,1H,2
CYRE3,FLRY3,1D,1T,2
ENEV3,VAMO3,1D,1H,1
RAIL3,SUZB3,1D,1T,1
MBRF3,PCAR3,1D,1S,1
BBDC3,FLRY3,1D,1S,3
CPLE6,ELET3,1D,1H,1
GOAU4,IRBR3,1D,1H,3
RADL3,TIMS3,1D,1S,1
AZZA3,TAEE11,1D,1T,1
HAPV3,YDUQ3,1D,1T,3
RENT3,SBSP3,1D,1T,1
ELET6,GOAU4,1D,1S,3
ITUB4,SBSP3,1D,1H,1
CPFE3,MULT3,1D,1H,2
AURE3,SUZB3,1D,1T,2
MBRF3,NATU3,1D,1T,3
ENEV3,RAIZ4,1D,1H,3
RAIL3,VBBR3,1D,1H,2
FLRY3,SUZB3,1D,1T,2
CSAN3,RAIL3,1D,1H,3
GOAU4,TAEE11,1D,1S,1
FLRY3,PCAR3,1D,1H,3
CPFE3,MOTV3,1D,1S,1
CPLE6,USIM5,1D,1S,3
CEAB3,HYPE3,1D,1S,1
ISAE4,RADL3,1D,1H,2
RDOR3,YDUQ3,1D,1H,1
BBDC4,GGBR4,1D,1T,3
MBRF3,RDOR3,1D,1S,3
BBDC4,CEAB3,1D,1S,1
HAPV3,MOTV3,1D,1S,1
COGN3,RAIL3,1D,1H,1
FLRY3,RADL3,1D,1S,2
CMIN3,VBBR3,1D,1T,1
ITUB4,MBRF3,1D,1T,2
SBSP3,UGPA3,1D,1T,3
ABEV3,UGPA3,1D,1T,1
PSSA3,VIVA3,1D,1T,1
CVCB3,SUZB3,1D,1H,1
B3SA3,HAPV3,1D,1H,2
RADL3,TOTS3,1D,1S,3
BBSE3,CSNA3,1D,1H,1
MGLU3,SANB11,1D,1S,1
BBSE3,BRKM5,1D,1S,2
TIMS3,VALE3,1D,1T,2
BBDC3,BRAV3,1D,1H,3
SUZB3,YDUQ3,1D,1T,3
NATU3,PSSA3,1D,1T,3
ELET6,KLBN11,1D,1T,1
ITUB4,UGPA3,1D,1H,2
BBAS3,SUZB3,1D,1H,3
AZZA3,MBRF3,1D,1T,1
BEEF3,CSNA3,1D,1T,1
SLCE3,TOTS3,1D,1T,3
ELET6,RENT3,1D,1T,3
FLRY3,MRVE3,1D,1S,2
PETR4,RECV3,1D,1H,2
PCAR3,RAIL3,1D,1S,2
MOTV3,MULT3,1D,1S,1
CURY3,RADL3,1D,1H,3
CYRE3,YDUQ3,1D,1H,2
CURY3,RECV3,1D,1T,3
CSAN3,CMIN3,1D,1H,1
COGN3,PSSA3,1D,1H,3
DIRR3,IGTI11,1D,1H,1
CYRE3,EMBR3,1D,1T,1
CURY3,MOTV3,1D,1H,1
AURE3,IGTI11,1D,1S,3
PCAR3,VBBR3,1D,1S,3
ELET6,ITUB4,1D,1T,2
HAPV3,VIVA3,1D,1S,3
CPLE6,CPFE3,1D,1T,1
CMIN3,TIMS3,1D,1S,1
ELET6,WEGE3,1D,1H,1
CXSE3,HAPV3,1D,1H,2
BRAP4,RAIZ4,1D,1S,1
HAPV3,MRVE3,1D,1S,1
AZZA3,ISAE4,1D,1T,1
CYRE3,FLRY3,1D,1T,3
ENGI11,SANB11,1D,1T,2
BRAV3,ELET3,1D,1T,2
BPAC11,MGLU3,1D,1S,3
CMIG4,CSNA3,1D,1T,3
PCAR3,CSNA3,1D,1T,3
BBSE3,ITUB4,1D,1T,1
BRKM5,RENT3,1D,1S,1
CSAN3,VBBR3,1D,1T,3
BRAP4,CMIG4,1D,1H,1
UGPA3,VBBR3,1D,1H,1
MOTV3,VIVT3,1D,1T,1
CVCB3,EMBR3,1D,1H,3
VIVT3,VALE3,1D,1T,3
ABEV3,MGLU3,1D,1H,2
CMIG4,CVCB3,1D,1T,2
CEAB3,USIM5,1D,1S,1
ITSA4,PETR3,1D,1S,1
MULT3,RDOR3,1D,1H,3
SBSP3,VBBR3,1D,1T,2
AZZA3,BBSE3,1D,1S,1
RENT3,TIMS3,1D,1S,3
CPFE3,GOAU4,1D,1S,1
EQTL3,CSNA3,1D,1T,1
ASAI3,IGTI11,1D,1H,3
CMIG4,CPLE6,1D,1S,1
IRBR3,PETR3,1D,1H,2
ASAI3,PCAR3,1D,1T,3
CURY3,MRVE3,1D,1S,2
MRVE3,UGPA3,1D,1S,1
BPAC11,SLCE3,1D,1T,2
GOAU4,HYPE3,1D,1S,2
CSAN3,MULT3,1D,1S,3
MRVE3,RDOR3,1D,1H,3
CURY3,MBRF3,1D,1T,2
POMO4,SUZB3,1D,1H,1
CYRE3,TAEE11,1D,1S,1
EGIE3,MGLU3,1D,1T,3
FLRY3,KLBN11,1D,1H,1
ABEV3,KLBN11,1D,1H,2
MOTV3,YDUQ3,1D,1T,2
EMBR3,HAPV3,1D,1T,1
NATU3,YDUQ3,1D,1H,2
BBDC3,BRAV3,1D,1H,1
BRAV3,ENEV3,1D,1S,1
SLCE3,VALE3,1D,1T,2
HAPV3,PETR4,1D,1H,3
EQTL3,SBSP3,1D,1H,1
GOAU4,NATU3,1D,1S,1
PCAR3,VBBR3,1D,1S,2
B3SA3,CMIN3,1D,1H,1
BRKM5,ISAE4,1D,1S,3
MOTV3,MRVE3,1D,1T,1
ALOS3,TAEE11,1D,1H,2
AURE3,HAPV3,1D,1T,1
BEEF3,SANB11,1D,1T,1
GOAU4,ITSA4,1D,1T,1
RDOR3,YDUQ3,1D,1S,3
VAMO3,YDUQ3,1D,1T,2
GGBR4,VBBR3,1D,1T,1
AURE3,B3SA3,1D,1H,2
ITUB4,SANB11,1D,1H,1
FLRY3,VBBR3,1D,1S,2
MOTV3,PRIO3,1D,1S,2
RENT3,TOTS3,1D,1S,3
AURE3,TOTS3,1D,1H,1
CPLE6,WEGE3,1D,1T,1
ABEV3,NATU3,1D,1H,3
ENEV3,ITUB4,1D,1H,1
GOAU4,PETR3,1D,1S,1
BRKM5,CURY3,1D,1T,2
BBSE3,ENGI11,1D,1H,2
CMIG4,VAMO3,1D,1T,2
CYRE3,WEGE3,1D,1H,2
BBDC4,CYRE3,1D,1H,2
NATU3,UGPA3,1D,1T,1
CMIG4,ENGI11,1D,1T,1
PRIO3,TOTS3,1D,1H,3
EGIE3,SUZB3,1D,1H,1
BBDC3,BPAC11,1D,1H,3
EGIE3,MULT3,1D,1H,2
MGLU3,YDUQ3,1D,1H,2
CEAB3,RDOR3,1D,1H,1
FLRY3,VIVA3,1D,1S,1
B3SA3,PETR4,1D,1T,2
CYRE3,WEGE3,1D,1H,3
B3SA3,BRAP4,1D,1S,2
TIMS3,YDUQ3,1D,1T,1
ENEV3,IGTI11,1D,1S,3
GGBR4,SBSP3,1D,1T,3
ITSA4,MULT3,1D,1S,3
EGIE3,WEGE3,1D,1H,1
CSAN3,EQTL3,1D,1T,2
BRAV3,ELET3,1D,1H,1
ITSA4,PCAR3,1D,1T,1
ISAE4,SANB11,1D,1S,2
B3SA3,CPLE6,1D,1T,2
CSAN3,IGTI11,1D,1S,1
IGTI11,RECV3,1D,1T,3
LREN3,PETR3,1D,1S,3
KLBN11,PSSA3,1D,1T,3
CSAN3,TIMS3,1D,1S,3
CEAB3,ISAE4,1D,1T,3
AZZA3,SLCE3,1D,1T,1
CMIG4,EGIE3,1D,1H,2
BRAV3,CPLE6,1D,1S,1
EGIE3,UGPA3,1D,1S,2
FLRY3,CSNA3,1D,1T,1
PSSA3,CSNA3,1D,1H,3
BBDC3,PRIO3,1D,1S,3
EMBR3,RDOR3,1D,1H,1
ITUB4,PETR3,1D,1S,1
AZZA3,BBDC4,1D,1H,1
POMO4,VIVA3,1D,1H,2
CURY3,ITSA4,1D,1S,2
ABEV3,SANB11,1D,1S,1
B3SA3,CEAB3,1D,1H,1
MOTV3,VIVA3,1D,1T,2
RECV3,WEGE3,1D,1T,1
VIVT3,USIM5,1D,1H,2
SMFT3,VAMO3,1D,1S,3
BRAV3,PETR4,1D,1H,2
IGTI11,SMFT3,1D,1H,1
BBDC3,SLCE3,1D,1H,1
KLBN11,WEGE3,1D,1S,1
CMIG4,EMBR3,1D,1S,3
CYRE3,TOTS3,1D,1T,3
BRKM5,MOTV3,1D,1S,1
EQTL3,RDOR3,1D,1S,3
CSAN3,YDUQ3,1D,1H,1
CVCB3,HYPE3,1D,1S,1
CXSE3,RADL3,1D,1T,3
CPLE6,CPFE3,1D,1S,2
CURY3,DIRR3,1D,1S,3
HYPE3,VBBR3,1D,1T,1
CXSE3,PCAR3,1D,1S,1
CURY3,TAEE11,1D,1T,1
BRAP4,HAPV3,1D,1T,1
MGLU3,MULT3,1D,1H,3
BPAC11,CPLE6,1D,1S,1
ALOS3,PETR3,1D,1H,1
COGN3,VALE3,1D,1S,1
PETR3,PRIO3,1D,1H,2
ABEV3,LREN3,1D,1S,1
BBDC4,CEAB3,1D,1T,1
BBDC3,ELET6,1D,1S,1
ASAI3,HYPE3,1D,1S,3
COGN3,NATU3,1D,1S,3
MRVE3,RECV3,1D,1S,1
RAIL3,USIM5,1D,1S,3
BRAP4,CURY3,1D,1H,3
ITUB4,PCAR3,1D,1T,3
RAIL3,VIVA3,1D,1H,1
USIM5,WEGE3,1D,1S,1
LREN3,MRVE3,1D,1S,2
VIVA3,WEGE3,1D,1S,1
IGTI11,CSNA3,1D,1H,2
B3SA3,CEAB3,1D,1H,3
EQTL3,CSNA3,1D,1H,1
CURY3,CSNA3,1D,1T,2
CPLE6,POMO4,1D,1T,2
MOTV3,VAMO3,1D,1H,3
COGN3,CSAN3,1D,1H,2
ASAI3,ENEV3,1D,1T,2
IRBR3,UGPA3,1D,1S,2
AURE3,CSAN3,1D,1S,1
CVCB3,RECV3,1D,1H,2
CVCB3,MGLU3,1D,1H,3
BBDC4,MBRF3,1D,1H,3
LREN3,UGPA3,1D,1S,1
RAIL3,SBSP3,1D,1H,2
CXSE3,VIVA3,1D,1T,3
CMIG4,CSNA3,1D,1H,3
AZZA3,PETR3,1D,1S,2
HYPE3,PRIO3,1D,1H,1
CVCB3,RAIZ4,1D,1S,2
POMO4,TAEE11,1D,1S,3
MRVE3,SANB11,1D,1S,3
CXSE3,PSSA3,1D,1S,2
CXSE3,TOTS3,1D,1H,1
LREN3,PETR4,1D,1T,2
ALOS3,CYRE3,1D,1H,3
ITUB4,SLCE3,1D,1H,1
ABEV3,ISAE4,1D,1S,2
BRAV3,VIVT3,1D,1H,1
SBSP3,TOTS3,1D,1S,3
GGBR4,BEEF3,1D,1T,2
BBAS3,CYRE3,1D,1T,2
IGTI11,MRVE3,1D,1T,1
CPFE3,VAMO3,1D,1T,3
ITUB4,PETR3,1D,1H,1
GGBR4,WEGE3,1D,1H,1
BRAV3,SMFT3,1D,1T,1
ITSA4,TOTS3,1D,1H,1
MULT3,RADL3,1D,1H,2
CMIN3,NATU3,1D,1H,2
CYRE3,CSNA3,1D,1T,1
ALOS3,AURE3,1D,1H,2
SLCE3,USIM5,1D,1S,2
CMIG4,CPLE6,1D,1H,3
BRKM5,ELET6,1D,1S,1
CPFE3,WEGE3,1D,1S,1
BBDC4,CMIN3,1D,1S,3
CXSE3,PCAR3,1D,1H,1
SANB11,SUZB3,1D,1H,1
PSSA3,VAMO3,1D,1H,3
ITUB4,SANB11,1D,1S,1
CSAN3,SANB11,1D,1T,2
BPAC11,PRIO3,1D,1S,1
CMIG4,MGLU3,1D,1S,3
CPLE6,HYPE3,1D,1S,2
ALOS3,VIVT3,1D,1S,1
MBRF3,RAIL3,1D,1S,3
IGTI11,SBSP3,1D,1H,2
RADL3,CSNA3,1D,1T,2
BRAV3,UGPA3,1D,1T,2
MULT3,YDUQ3,1D,1T,2
BRAP4,MRVE3,1D,1H,3
BBDC3,RENT3,1D,1T,3
ABEV3,KLBN11,1D,1T,2
FLRY3,TOTS3,1D,1T,2
IGTI11,VBBR3,1D,1T,1
AURE3,BBDC4,1D,1H,3
TOTS3,UGPA3,1D,1T,1
POMO4,UGPA3,1D,1S,3
CPFE3,CYRE3,1D,1H,1
BEEF3,PSSA3,1D,1S,2
COGN3,MULT3,1D,1S,3
COGN3,FLRY3,1D,1T,2
CMIN3,RADL3,1D,1H,1
CYRE3,ENEV3,1D,1H,2
CSAN3,ITUB4,1D,1S,3
MOTV3,PRIO3,1D,1H,3
VIVA3,YDUQ3,1D,1H,1
EGIE3,MRVE3,1D,1H,1
HAPV3,VAMO3,1D,1S,3
HAPV3,RADL3,1D,1T,3
RENT3,SUZB3,1D,1S,2
GGBR4,USIM5,1D,1T,3
EMBR3,SLCE3,1D,1T,2
HAPV3,WEGE3,1D,1S,3
ITUB4,MGLU3,1D,1T,2
CVCB3,SMFT3,1D,1T,2
ALOS3,WEGE3,1D,1H,3
CMIN3,SMFT3,1D,1H,1
BBDC4,TIMS3,1D,1H,3
GGBR4,UGPA3,1D,1T,3
EQTL3,SMFT3,1D,1H,3
EQTL3,ITUB4,1D,1T,3
B3SA3,PRIO3,1D,1S,3
ITSA4,MOTV3,1D,1S,2
BRAV3,CPFE3,1D,1H,2
ENGI11,VALE3,1D,1H,2
GOAU4,SLCE3,1D,1H,3
CYRE3,VBBR3,1D,1T,2
EQTL3,SLCE3,1D,1H,1
ELET3,GGBR4,1D,1S,2
EGIE3,NATU3,1D,1T,1
BBDC4,GOAU4,1D,1T,2
CPLE6,ITUB4,1D,1T,2
B3SA3,ISAE4,1D,1T,3
MOTV3,NATU3,1D,1T,3
AURE3,SUZB3,1D,1S,1
CPLE6,EQTL3,1D,1T,3
CEAB3,PETR3,1D,1S,3
SUZB3,TAEE11,1D,1S,3
CPLE6,ITSA4,1D,1H,2
PETR4,RAIZ4,1D,1H,2
FLRY3,SMFT3,1D,1S,1
B3SA3,VIVA3,1D,1S,3
GOAU4,MULT3,1D,1T,1
CPLE6,PRIO3,1D,1S,1
CYRE3,LREN3,1D,1S,2
FLRY3,VIVT3,1D,1T,3
ABEV3,VALE3,1D,1H,1
BEEF3,SUZB3,1D,1H,2
CSAN3,VAMO3,1D,1T,1
LREN3,SLCE3,1D,1T,1
HYPE3,WEGE3,1D,1H,1
AZZA3,MBRF3,1D,1T,2
PSSA3,VIVA3,1D,1H,3
EQTL3,NATU3,1D,1S,2
